tenure_months,monthly_spend,support_tickets_90d,logins_per_month,on_discount,monthly_contract,churned
53.0,54.97,1,4.0,1,1,0
28.0,36.25,1,4.0,1,0,0
65.0,51.29,0,15.0,1,0,0
17.0,61.56,2,4.0,0,1,1
5.0,57.04,2,11.0,0,0,0
15.0,51.28,0,8.0,0,1,0
13.0,56.56,2,5.0,0,0,0
33.0,57.39,2,20.0,0,0,0
32.0,71.92,0,9.0,0,0,0
29.0,44.39,0,6.0,1,1,0
72.0,47.95,0,2.0,1,0,0
47.0,61.78,3,13.0,0,0,0
9.0,36.17,2,4.0,0,0,1
40.0,20.97,1,19.0,0,1,0
20.0,53.88,0,8.0,1,1,0
17.0,41.29,0,36.0,0,1,0
51.0,23.26,1,7.0,1,1,0
9.0,54.01,0,4.0,1,1,0
38.0,70.76,1,9.0,0,1,0
34.0,15.66,3,6.0,1,1,0
9.0,63.4,2,1.0,0,1,1
4.0,5.0,2,15.0,0,1,0
19.0,37.79,0,11.0,1,1,1
43.0,78.13,2,5.0,0,0,1
26.0,39.09,0,4.0,0,1,1
52.0,46.62,0,4.0,0,0,0
25.0,58.73,2,9.0,0,1,0
54.0,14.1,2,27.0,0,1,0
12.0,46.3,1,8.0,0,1,0
29.0,46.16,1,2.0,0,1,1
14.0,78.52,1,4.0,0,0,0
18.0,22.76,3,10.0,0,1,1
21.0,38.13,1,5.0,0,1,1
26.0,28.29,3,3.0,0,0,0
11.0,26.38,0,8.0,1,0,0
28.0,65.29,1,4.0,0,0,0
21.0,45.48,0,10.0,0,1,0
5.0,35.0,1,10.0,1,0,1
3.0,35.68,0,12.0,0,1,0
43.0,34.86,0,14.0,0,1,0
18.0,36.47,1,5.0,0,0,0
5.0,22.24,0,15.0,0,0,0
60.0,40.34,2,7.0,0,0,0
30.0,38.53,1,2.0,1,1,0
26.0,31.36,3,14.0,0,0,0
10.0,47.79,1,20.0,1,1,0
5.0,49.32,2,8.0,1,0,0
23.0,34.98,2,16.0,0,0,0
20.0,42.41,2,8.0,1,1,0
8.0,83.86,3,6.0,0,1,0
7.0,83.17,3,8.0,1,0,0
7.0,26.03,2,9.0,1,1,1
7.0,28.54,1,10.0,0,0,0
12.0,25.93,2,7.0,0,0,0
26.0,64.03,1,14.0,0,0,0
29.0,37.83,2,12.0,1,1,0
19.0,49.31,2,4.0,0,0,0
22.0,80.95,0,6.0,1,0,0
30.0,44.81,2,13.0,0,1,0
2.0,57.71,2,8.0,1,1,0
23.0,54.37,1,5.0,0,0,0
48.0,34.41,1,8.0,0,1,0
17.0,64.06,1,3.0,0,1,1
42.0,29.71,0,18.0,1,1,0
17.0,69.12,2,9.0,1,1,0
31.0,34.43,1,6.0,0,1,0
25.0,36.4,1,3.0,1,1,0
7.0,25.41,1,24.0,0,0,0
9.0,28.36,3,2.0,0,0,0
54.0,37.32,0,11.0,0,0,1
36.0,5.0,0,7.0,0,1,0
18.0,40.8,1,8.0,0,1,0
17.0,35.86,1,8.0,0,1,0
10.0,59.22,2,6.0,0,0,0
27.0,52.61,4,9.0,0,0,0
11.0,32.26,1,10.0,0,0,0
15.0,36.75,2,13.0,0,1,0
12.0,40.78,0,12.0,0,1,0
34.0,71.75,1,4.0,0,0,0
18.0,30.2,2,5.0,0,0,0
22.0,32.04,0,15.0,0,0,0
7.0,24.69,1,6.0,1,0,0
12.0,18.32,3,11.0,0,1,0
23.0,50.53,1,17.0,0,0,0
4.0,48.65,1,9.0,1,1,1
17.0,68.09,2,4.0,1,1,0
20.0,63.75,1,4.0,0,0,0
6.0,88.15,0,7.0,1,1,1
41.0,43.67,2,7.0,0,1,0
26.0,40.31,1,4.0,0,1,0
18.0,21.6,2,5.0,0,1,0
11.0,57.54,3,12.0,0,1,0
4.0,47.13,1,16.0,1,0,0
38.0,56.72,0,7.0,0,1,0
14.0,24.5,2,0.0,0,0,0
5.0,51.33,4,11.0,0,0,1
11.0,48.69,1,2.0,1,1,1
28.0,47.5,1,3.0,0,0,0
24.0,32.7,1,8.0,0,1,0
8.0,66.41,2,18.0,1,0,0
43.0,81.91,0,13.0,0,0,0
5.0,25.01,0,12.0,0,0,0
49.0,57.97,1,8.0,0,1,1
23.0,5.0,1,3.0,0,0,0
15.0,57.03,2,16.0,0,1,0
16.0,11.34,3,3.0,0,0,1
21.0,35.55,0,11.0,0,1,0
29.0,21.37,2,9.0,0,0,0
3.0,41.12,0,3.0,1,1,1
10.0,60.1,0,2.0,0,0,0
21.0,11.57,1,12.0,0,0,0
44.0,38.53,2,9.0,0,1,0
43.0,35.76,0,16.0,1,1,0
56.0,73.46,0,10.0,1,0,0
42.0,52.77,1,9.0,0,0,0
10.0,23.81,3,1.0,1,1,0
20.0,36.52,2,9.0,0,0,0
42.0,73.01,1,8.0,0,1,1
39.0,57.86,2,10.0,0,1,1
17.0,28.47,0,8.0,0,1,0
29.0,40.19,2,8.0,0,0,1
14.0,40.77,0,7.0,0,1,0
5.0,35.32,0,5.0,1,0,0
18.0,14.22,2,12.0,1,1,0
17.0,32.8,1,35.0,1,0,0
13.0,70.01,1,3.0,0,1,0
30.0,38.14,2,4.0,0,0,0
17.0,43.14,1,12.0,0,1,0
27.0,47.53,0,7.0,0,1,0
34.0,84.93,2,6.0,1,1,0
72.0,45.16,1,2.0,0,0,0
18.0,64.69,2,4.0,1,0,0
45.0,34.23,2,4.0,0,1,0
24.0,40.33,1,2.0,0,1,0
25.0,45.23,0,15.0,0,1,0
19.0,31.07,2,9.0,1,1,1
22.0,41.33,0,33.0,0,1,0
17.0,60.98,0,10.0,0,1,0
40.0,30.59,0,3.0,0,1,0
11.0,45.0,1,10.0,0,1,0
5.0,57.76,3,12.0,0,1,1
13.0,30.16,4,6.0,1,0,0
12.0,64.72,0,11.0,0,0,0
13.0,46.31,3,11.0,0,0,0
18.0,42.03,0,5.0,0,1,0
13.0,8.85,2,13.0,0,1,0
18.0,38.27,2,10.0,1,1,0
13.0,51.69,0,8.0,0,0,1
27.0,76.42,2,9.0,1,0,0
72.0,55.22,0,3.0,0,0,0
23.0,65.27,0,19.0,1,0,0
13.0,23.24,1,7.0,0,1,0
1.0,42.72,0,6.0,1,1,0
66.0,66.97,1,10.0,0,1,0
24.0,29.02,4,30.0,0,1,1
18.0,62.37,1,13.0,0,1,1
1.0,58.2,0,7.0,0,0,0
18.0,49.95,1,10.0,1,1,0
22.0,39.08,0,10.0,0,0,0
13.0,27.25,1,8.0,1,0,1
6.0,76.96,0,4.0,0,0,0
5.0,56.37,0,13.0,0,0,0
67.0,51.13,0,6.0,0,1,0
22.0,37.57,1,5.0,0,0,0
13.0,45.68,0,6.0,0,0,0
21.0,47.96,3,16.0,1,0,0
20.0,52.2,3,6.0,0,0,1
5.0,58.22,0,8.0,0,0,0
38.0,30.92,0,26.0,0,0,0
17.0,18.6,1,6.0,0,1,0
22.0,46.52,1,8.0,1,1,0
53.0,13.55,1,8.0,1,1,0
6.0,39.17,1,6.0,0,0,0
10.0,35.83,2,8.0,0,1,1
25.0,53.85,4,9.0,0,0,0
37.0,80.69,4,6.0,0,1,0
12.0,10.0,0,2.0,0,0,0
12.0,85.94,3,3.0,1,0,1
31.0,40.8,1,8.0,0,1,0
72.0,51.26,1,20.0,1,1,0
21.0,19.53,2,7.0,0,0,0
10.0,62.94,2,10.0,1,1,1
8.0,45.75,3,16.0,1,1,0
18.0,43.89,0,11.0,1,0,0
36.0,10.13,1,8.0,0,0,0
72.0,46.33,2,8.0,0,0,0
16.0,60.22,2,5.0,0,1,0
21.0,40.75,0,13.0,0,0,0
60.0,66.14,1,16.0,0,0,0
25.0,65.39,0,0.0,1,0,0
23.0,33.46,1,13.0,0,0,0
52.0,73.71,2,12.0,0,0,0
22.0,45.82,1,6.0,0,1,0
8.0,45.9,3,5.0,0,1,1
45.0,46.78,1,11.0,0,0,0
4.0,46.25,0,3.0,0,0,1
40.0,5.0,0,7.0,0,0,0
20.0,41.66,0,10.0,1,1,0
16.0,20.45,1,18.0,0,0,1
15.0,74.27,2,22.0,1,0,1
18.0,73.55,0,4.0,0,1,1
14.0,60.33,1,10.0,0,0,1
28.0,40.71,0,8.0,1,0,0
14.0,26.86,3,12.0,1,1,0
20.0,33.16,1,7.0,0,1,0
2.0,79.97,1,13.0,0,1,0
20.0,32.54,1,10.0,0,1,0
14.0,5.0,1,6.0,0,0,0
38.0,63.54,0,13.0,0,0,0
16.0,72.01,3,8.0,0,0,0
34.0,74.87,0,9.0,0,0,0
32.0,63.69,1,4.0,1,0,0
32.0,66.63,1,7.0,1,1,0
17.0,45.95,2,17.0,1,1,0
21.0,7.63,1,6.0,0,1,0
27.0,45.5,0,22.0,0,1,0
21.0,56.19,1,9.0,0,1,0
16.0,42.57,2,10.0,0,0,1
9.0,41.74,3,5.0,1,1,1
20.0,27.65,1,13.0,0,1,0
5.0,26.97,0,3.0,0,1,0
2.0,78.09,0,7.0,1,0,1
7.0,78.74,2,5.0,0,1,1
32.0,44.95,1,3.0,1,0,0
24.0,50.07,3,12.0,1,1,0
32.0,27.34,1,7.0,0,1,0
11.0,56.57,1,9.0,0,1,1
41.0,76.67,2,5.0,0,1,0
5.0,17.47,0,14.0,0,1,1
7.0,53.35,2,10.0,1,1,1
40.0,54.7,1,19.0,0,0,0
23.0,54.5,2,5.0,1,1,0
32.0,74.57,1,5.0,1,1,0
24.0,81.65,1,11.0,0,1,0
12.0,40.8,1,21.0,0,0,0
7.0,57.12,1,6.0,0,1,0
3.0,46.52,1,1.0,0,0,0
63.0,33.62,2,3.0,0,0,0
4.0,49.87,2,17.0,0,1,1
51.0,57.09,3,7.0,0,1,0
22.0,48.9,1,23.0,0,0,0
24.0,29.14,2,4.0,0,0,0
23.0,36.66,0,11.0,0,0,0
30.0,36.79,0,12.0,0,1,0
10.0,29.84,2,3.0,0,1,1
2.0,50.64,3,3.0,0,1,1
12.0,52.53,1,7.0,0,1,1
28.0,62.63,1,12.0,0,0,0
8.0,29.56,0,11.0,0,1,0
42.0,34.61,2,7.0,0,1,0
18.0,72.98,1,7.0,0,1,0
7.0,42.04,1,2.0,0,0,1
22.0,45.54,0,4.0,0,1,0
28.0,41.85,0,2.0,1,1,0
29.0,65.39,2,10.0,0,1,0
40.0,66.09,1,3.0,0,1,0
5.0,65.04,3,17.0,1,1,0
40.0,45.48,1,9.0,1,0,0
43.0,29.3,1,4.0,0,0,0
7.0,79.65,2,16.0,0,0,0
8.0,60.41,2,3.0,0,1,1
34.0,36.78,2,3.0,0,1,0
14.0,70.63,1,4.0,0,0,0
47.0,35.36,0,16.0,1,1,0
57.0,70.39,2,23.0,1,0,0
7.0,71.61,0,2.0,0,0,0
10.0,28.41,2,39.0,1,1,0
22.0,55.47,1,12.0,1,1,1
2.0,59.08,2,6.0,0,0,0
3.0,92.07,2,12.0,1,0,0
9.0,31.64,0,16.0,0,1,0
70.0,70.79,1,4.0,0,1,0
24.0,45.31,1,16.0,1,0,0
11.0,22.66,0,8.0,0,0,0
8.0,42.84,0,2.0,1,1,0
7.0,45.04,0,12.0,1,0,0
12.0,25.94,0,20.0,1,0,0
12.0,50.62,2,11.0,0,1,0
17.0,62.24,1,4.0,0,1,1
28.0,49.29,0,11.0,0,1,0
19.0,35.25,1,10.0,1,0,0
35.0,42.33,1,12.0,0,0,0
16.0,44.92,2,2.0,0,0,1
59.0,48.91,1,2.0,1,0,0
34.0,64.98,0,6.0,0,0,0
24.0,49.89,0,14.0,0,1,0
29.0,19.75,4,13.0,0,1,0
13.0,34.88,5,15.0,0,0,1
16.0,47.99,3,12.0,1,1,0
16.0,65.23,0,13.0,1,0,0
10.0,68.36,4,10.0,0,1,1
5.0,76.94,1,7.0,0,0,0
30.0,47.35,0,13.0,0,0,0
39.0,58.74,1,3.0,0,1,0
27.0,18.82,2,4.0,1,1,0
19.0,52.74,1,3.0,0,0,0
72.0,25.65,1,9.0,0,1,0
11.0,43.87,2,3.0,0,1,0
24.0,99.54,0,1.0,0,0,0
43.0,50.46,0,3.0,1,0,0
7.0,29.45,1,20.0,0,0,1
31.0,52.34,0,9.0,0,1,0
62.0,35.69,1,16.0,0,1,0
20.0,27.71,0,2.0,0,1,0
23.0,82.86,1,11.0,1,0,0
11.0,64.2,2,3.0,0,0,1
28.0,51.22,1,11.0,0,0,0
10.0,37.95,0,1.0,0,1,0
19.0,39.41,1,15.0,0,0,0
5.0,72.76,3,12.0,1,1,1
1.0,50.52,2,9.0,0,1,1
13.0,5.0,2,19.0,1,1,1
13.0,88.58,0,14.0,0,0,0
14.0,48.3,0,5.0,0,1,0
34.0,51.18,1,3.0,0,1,0
40.0,64.56,0,31.0,0,0,0
25.0,53.38,0,5.0,0,0,0
32.0,58.44,2,8.0,1,1,0
10.0,37.37,2,4.0,0,1,1
8.0,22.86,2,14.0,0,0,0
29.0,50.04,1,4.0,0,1,0
7.0,70.77,0,8.0,0,1,0
6.0,33.34,2,11.0,0,0,0
72.0,31.9,0,5.0,0,0,0
21.0,66.98,3,11.0,0,1,0
13.0,36.77,3,22.0,1,0,0
12.0,37.61,1,10.0,0,0,0
5.0,38.28,0,13.0,0,1,0
25.0,43.83,1,6.0,0,0,0
16.0,16.67,0,6.0,1,0,0
39.0,35.29,1,3.0,1,1,0
29.0,49.15,0,9.0,0,1,0
15.0,49.02,1,16.0,0,1,0
2.0,65.84,3,12.0,1,0,1
21.0,78.11,0,6.0,0,0,0
19.0,72.22,1,7.0,0,0,0
2.0,61.46,2,22.0,1,1,0
27.0,42.32,2,12.0,0,0,0
7.0,33.78,0,14.0,0,0,0
40.0,45.32,1,15.0,1,1,0
19.0,55.54,2,6.0,1,0,0
12.0,59.79,3,6.0,0,1,1
23.0,56.22,1,6.0,0,1,0
22.0,42.82,1,6.0,0,0,0
22.0,59.16,2,20.0,1,0,0
37.0,67.7,1,7.0,1,1,0
24.0,60.84,0,18.0,1,1,0
11.0,44.42,2,8.0,0,0,0
16.0,29.99,1,8.0,0,1,0
50.0,29.56,1,2.0,0,0,0
10.0,32.74,1,6.0,0,0,0
27.0,49.63,2,20.0,0,1,0
38.0,54.36,1,19.0,0,0,0
29.0,19.54,1,6.0,1,1,0
21.0,35.93,1,1.0,0,0,0
24.0,49.38,0,4.0,1,1,0
30.0,28.81,1,6.0,0,1,0
10.0,52.81,1,6.0,1,1,0
20.0,39.47,2,6.0,0,1,0
72.0,31.98,1,9.0,0,0,0
27.0,45.96,1,4.0,0,1,0
22.0,52.06,1,8.0,1,1,1
15.0,29.73,0,10.0,0,0,0
10.0,40.63,0,6.0,1,1,1
24.0,53.42,3,9.0,0,1,1
25.0,31.28,0,22.0,0,1,0
19.0,15.16,3,13.0,1,0,0
72.0,17.34,1,12.0,1,1,0
11.0,37.48,1,6.0,0,1,0
9.0,21.27,1,6.0,0,0,1
15.0,38.74,3,8.0,0,1,0
19.0,74.97,2,11.0,1,0,0
10.0,20.19,1,10.0,1,1,0
24.0,39.91,1,9.0,1,1,0
26.0,83.38,1,14.0,1,0,0
32.0,52.35,2,11.0,0,1,0
13.0,38.38,1,14.0,1,1,0
48.0,42.18,1,4.0,0,1,0
31.0,52.73,1,3.0,0,1,0
11.0,75.52,0,21.0,0,0,0
10.0,35.44,1,1.0,0,0,0
16.0,31.36,2,4.0,0,1,0
26.0,20.18,1,6.0,1,1,0
28.0,46.86,1,18.0,1,0,0
31.0,19.7,2,3.0,1,0,0
72.0,36.65,1,2.0,1,0,0
3.0,28.64,1,5.0,1,0,0
18.0,64.33,0,6.0,0,1,0
70.0,35.85,1,9.0,0,1,0
33.0,52.14,1,12.0,1,0,0
8.0,16.13,0,14.0,0,1,0
23.0,47.37,1,3.0,1,0,0
17.0,23.34,2,1.0,0,0,1
17.0,37.34,3,9.0,0,1,1
13.0,84.8,2,3.0,0,0,1
21.0,61.78,0,5.0,1,1,0
42.0,42.69,0,7.0,1,0,0
14.0,102.58,4,6.0,0,1,0
31.0,28.53,1,2.0,0,1,0
35.0,65.97,0,9.0,1,0,1
47.0,17.41,0,26.0,0,0,0
9.0,40.61,1,8.0,1,0,0
20.0,20.74,1,28.0,1,0,0
12.0,49.63,1,1.0,1,0,0
21.0,46.01,0,4.0,0,0,0
21.0,39.46,1,23.0,1,0,1
7.0,64.66,3,4.0,1,1,1
22.0,34.79,0,10.0,0,1,0
72.0,50.88,2,8.0,1,1,0
28.0,59.77,0,7.0,0,0,0
6.0,18.3,2,15.0,1,1,1
9.0,31.53,2,8.0,0,1,0
19.0,45.97,2,13.0,0,1,0
9.0,56.34,1,23.0,0,1,0
46.0,70.58,3,15.0,1,0,0
5.0,41.11,2,4.0,0,1,0
29.0,39.3,2,32.0,0,0,0
4.0,29.29,1,12.0,0,0,1
19.0,50.94,1,7.0,1,0,0
8.0,39.65,0,3.0,0,1,0
32.0,40.07,4,8.0,0,0,0
41.0,43.31,2,5.0,0,1,0
26.0,54.93,2,2.0,1,1,0
42.0,34.85,0,3.0,0,1,0
1.0,31.1,1,2.0,1,1,0
22.0,52.77,1,1.0,0,0,0
28.0,5.0,1,6.0,0,1,0
31.0,34.13,2,7.0,0,0,0
27.0,24.28,0,11.0,0,0,0
31.0,66.66,0,11.0,0,1,0
22.0,37.06,2,6.0,0,1,0
6.0,34.91,1,6.0,1,0,1
13.0,44.12,3,9.0,1,1,0
46.0,34.28,2,3.0,0,1,0
42.0,37.75,3,13.0,0,0,0
28.0,46.75,2,6.0,1,1,0
33.0,37.4,2,14.0,1,1,0
39.0,37.27,2,9.0,0,1,1
28.0,26.82,0,7.0,0,0,0
45.0,24.23,2,16.0,0,1,0
44.0,46.09,6,2.0,0,0,1
72.0,50.52,4,10.0,0,1,0
13.0,19.29,1,21.0,0,1,1
13.0,58.68,0,9.0,0,0,1
26.0,58.75,2,8.0,1,0,0
67.0,62.54,0,14.0,0,0,0
47.0,50.4,1,5.0,0,1,0
36.0,56.47,0,7.0,0,1,0
50.0,84.33,0,3.0,0,0,0
29.0,39.57,3,5.0,0,0,0
16.0,26.18,0,12.0,1,0,0
72.0,17.39,2,7.0,0,0,0
27.0,76.6,3,4.0,0,0,0
43.0,76.84,0,17.0,0,1,0
1.0,28.36,0,16.0,0,0,0
2.0,31.91,2,29.0,0,0,0
23.0,39.17,0,4.0,1,1,0
9.0,67.04,0,15.0,0,1,0
24.0,21.83,2,12.0,0,1,1
13.0,9.6,3,9.0,1,1,0
72.0,84.02,0,22.0,1,1,0
41.0,50.62,4,10.0,1,1,0
53.0,53.18,2,5.0,0,0,0
2.0,41.31,1,6.0,0,1,1
35.0,53.38,2,2.0,0,1,1
17.0,17.74,2,12.0,0,0,0
53.0,29.86,1,21.0,0,1,0
32.0,46.89,2,10.0,1,1,0
19.0,5.0,1,9.0,0,0,0
7.0,39.55,0,14.0,0,0,0
22.0,38.45,2,13.0,0,0,0
45.0,39.55,1,17.0,1,0,0
56.0,35.08,1,8.0,0,1,0
15.0,27.07,0,11.0,0,1,0
72.0,12.2,0,8.0,1,1,0
43.0,47.61,0,3.0,0,1,0
9.0,39.6,3,4.0,1,0,0
7.0,20.24,0,5.0,0,0,0
18.0,46.13,2,3.0,1,0,0
15.0,39.69,1,9.0,0,0,0
29.0,36.7,2,15.0,0,0,0
21.0,6.18,2,6.0,0,1,0
16.0,57.29,1,2.0,1,0,0
4.0,22.81,2,5.0,0,0,0
33.0,46.14,0,7.0,1,0,0
4.0,30.45,6,14.0,0,1,1
43.0,38.0,0,9.0,1,1,0
2.0,65.74,2,9.0,0,1,1
4.0,54.57,2,11.0,0,1,0
9.0,65.34,1,15.0,0,0,0
14.0,50.95,0,21.0,0,0,0
12.0,52.13,0,6.0,1,0,0
14.0,12.94,2,8.0,1,1,0
25.0,39.28,1,6.0,0,1,0
9.0,40.95,0,11.0,1,1,0
25.0,67.03,1,2.0,0,1,0
1.0,35.89,1,24.0,0,1,0
9.0,49.77,1,12.0,1,1,0
4.0,49.06,4,10.0,0,1,1
43.0,65.84,0,5.0,0,1,0
11.0,42.59,0,6.0,1,1,0
31.0,59.9,0,3.0,0,0,1
3.0,14.31,0,5.0,0,0,0
55.0,15.95,1,15.0,1,0,0
22.0,5.0,1,2.0,0,1,0
20.0,59.15,1,28.0,0,1,0
4.0,57.13,1,17.0,1,0,0
8.0,61.14,1,10.0,0,0,0
16.0,32.81,2,4.0,0,0,0
8.0,34.86,0,13.0,0,0,1
40.0,42.82,0,12.0,1,1,0
21.0,70.99,2,5.0,0,0,0
8.0,75.49,1,11.0,0,0,0
36.0,59.29,1,7.0,0,1,0
15.0,50.96,3,2.0,1,1,1
34.0,69.04,1,3.0,0,0,0
13.0,40.39,5,17.0,0,1,0
30.0,37.96,0,6.0,0,1,0
14.0,42.68,1,5.0,0,0,0
40.0,27.38,1,9.0,0,0,0
3.0,41.85,2,1.0,0,0,0
6.0,24.89,4,8.0,0,1,0
18.0,63.45,0,9.0,0,0,0
11.0,54.79,5,13.0,0,1,1
14.0,70.73,3,4.0,1,0,0
32.0,15.67,0,5.0,0,1,0
14.0,79.23,3,9.0,0,1,0
26.0,16.7,1,4.0,0,0,0
9.0,23.43,2,10.0,0,1,0
2.0,33.83,1,9.0,0,0,0
34.0,68.54,3,1.0,1,1,1
63.0,49.06,0,15.0,0,1,0
24.0,40.61,1,4.0,1,0,0
18.0,30.73,1,9.0,0,1,0
22.0,20.23,0,25.0,0,0,0
50.0,65.39,1,4.0,0,1,0
24.0,59.38,1,11.0,0,0,0
35.0,69.34,1,29.0,1,0,0
34.0,52.14,0,12.0,0,1,0
42.0,5.0,1,17.0,1,1,0
18.0,22.6,1,3.0,0,0,0
13.0,53.37,0,21.0,0,1,0
30.0,38.35,0,2.0,0,0,0
40.0,34.94,1,12.0,0,0,0
45.0,25.14,0,8.0,0,1,0
54.0,62.06,3,7.0,0,1,0
38.0,53.21,1,6.0,1,0,0
12.0,54.02,2,13.0,0,0,0
24.0,33.6,3,5.0,0,1,1
22.0,48.17,1,6.0,1,0,0
20.0,20.92,1,12.0,0,1,1
30.0,42.66,1,17.0,1,0,0
17.0,5.0,3,8.0,1,1,0
17.0,16.77,1,21.0,0,1,0
66.0,39.2,0,9.0,1,1,0
19.0,87.75,1,9.0,0,1,1
42.0,12.59,1,38.0,0,1,0
44.0,22.62,0,11.0,0,1,0
24.0,48.9,3,26.0,1,0,0
17.0,76.85,0,36.0,0,1,0
9.0,48.64,0,3.0,0,0,0
4.0,57.64,0,5.0,0,1,0
31.0,38.92,1,2.0,0,0,0
27.0,35.81,1,13.0,0,1,1
35.0,46.48,1,13.0,0,1,0
13.0,33.15,1,6.0,1,0,0
70.0,58.04,3,1.0,1,1,0
29.0,16.09,2,11.0,1,1,0
18.0,61.02,1,2.0,0,1,0
2.0,45.71,1,7.0,0,1,1
15.0,41.14,1,14.0,0,1,0
36.0,15.43,1,9.0,0,0,0
53.0,27.36,0,17.0,0,1,0
21.0,66.58,1,7.0,0,1,1
59.0,41.25,0,5.0,1,1,0
9.0,50.01,0,4.0,0,1,0
28.0,29.17,0,13.0,0,1,0
28.0,44.48,2,8.0,0,1,0
32.0,20.3,2,5.0,0,1,0
23.0,46.8,1,11.0,0,0,0
27.0,51.67,2,2.0,1,1,0
8.0,50.77,3,9.0,0,1,1
50.0,28.74,0,10.0,0,0,0
39.0,38.84,1,11.0,0,1,0
26.0,54.67,0,21.0,0,1,0
40.0,41.19,1,7.0,1,0,0
51.0,39.83,0,10.0,1,0,0
31.0,79.26,2,11.0,0,1,0
72.0,27.88,1,8.0,1,1,0
33.0,64.45,1,3.0,0,0,0
10.0,24.22,0,14.0,1,1,0
25.0,56.79,1,1.0,0,0,1
41.0,57.75,0,3.0,1,1,0
51.0,35.81,0,7.0,1,1,0
23.0,23.09,1,3.0,0,1,0
9.0,9.53,2,9.0,0,0,0
17.0,33.93,3,18.0,0,0,0
6.0,54.47,1,27.0,0,0,0
36.0,25.6,1,8.0,0,1,0
15.0,46.75,0,11.0,0,0,0
11.0,18.42,1,9.0,0,0,1
38.0,40.79,1,8.0,0,1,1
58.0,24.35,1,8.0,1,1,0
11.0,43.6,1,24.0,0,1,0
23.0,35.98,2,1.0,0,0,0
18.0,23.57,1,15.0,0,1,0
52.0,33.14,0,4.0,1,1,0
19.0,28.19,2,7.0,0,0,0
8.0,21.35,2,3.0,0,0,0
20.0,64.49,1,3.0,0,1,0
45.0,38.52,2,17.0,0,0,0
17.0,5.36,1,5.0,1,0,0
12.0,33.78,0,8.0,0,1,1
19.0,61.46,0,12.0,0,1,0
9.0,31.3,0,21.0,0,1,0
18.0,71.96,0,3.0,0,0,0
13.0,29.58,2,22.0,0,0,0
72.0,54.06,1,10.0,0,0,0
3.0,63.66,2,10.0,1,1,1
10.0,53.1,0,7.0,0,1,0
12.0,20.26,1,6.0,0,1,0
9.0,28.04,0,2.0,0,1,0
28.0,66.06,2,18.0,1,0,0
11.0,30.52,2,3.0,0,0,1
5.0,62.56,2,5.0,1,1,1
22.0,37.25,0,17.0,1,0,0
16.0,47.55,1,8.0,1,1,0
11.0,20.05,1,3.0,0,0,0
52.0,34.05,1,14.0,1,0,0
28.0,29.24,2,6.0,1,0,0
26.0,49.06,0,5.0,0,0,0
29.0,46.68,0,3.0,0,0,0
28.0,53.33,2,6.0,0,1,1
17.0,36.17,1,7.0,0,0,0
11.0,28.26,2,12.0,1,0,0
22.0,48.29,1,5.0,1,1,1
17.0,26.47,0,19.0,0,1,0
3.0,64.41,0,17.0,1,0,0
8.0,42.94,1,17.0,0,0,0
15.0,39.13,1,9.0,1,1,0
39.0,53.32,4,14.0,0,1,1
22.0,43.63,0,13.0,0,1,0
9.0,15.16,1,16.0,0,1,0
7.0,25.89,2,17.0,1,0,0
45.0,64.04,1,13.0,0,1,0
17.0,46.51,1,14.0,0,0,0
1.0,14.73,1,13.0,1,1,0
18.0,51.34,3,14.0,0,0,0
33.0,34.93,2,9.0,0,0,1
7.0,29.26,3,5.0,0,0,0
21.0,24.39,1,4.0,1,1,0
23.0,63.0,0,3.0,1,1,1
7.0,9.62,1,4.0,0,1,0
47.0,29.92,0,16.0,0,0,0
23.0,47.16,2,21.0,0,0,0
15.0,73.41,1,13.0,0,1,0
17.0,54.97,1,10.0,0,1,0
6.0,29.77,0,2.0,0,0,0
6.0,72.53,6,8.0,0,0,1
14.0,20.61,2,5.0,0,0,0
14.0,49.78,1,5.0,1,1,0
17.0,53.78,2,9.0,0,0,1
50.0,29.14,0,13.0,1,1,0
32.0,57.56,0,9.0,1,0,0
3.0,35.75,2,30.0,0,1,0
44.0,57.51,3,10.0,1,1,0
14.0,11.89,0,2.0,1,1,0
34.0,51.03,3,24.0,1,1,0
15.0,37.58,1,8.0,0,0,0
22.0,65.69,2,20.0,0,0,0
7.0,44.21,2,3.0,1,0,0
26.0,67.49,1,5.0,1,0,0
37.0,54.14,0,4.0,0,1,0
4.0,42.7,1,16.0,0,0,0
37.0,59.18,1,18.0,0,0,0
11.0,59.29,1,12.0,1,0,0
61.0,53.49,3,10.0,1,1,0
34.0,5.0,2,2.0,0,1,0
30.0,27.31,3,5.0,0,0,0
18.0,69.91,2,6.0,1,0,0
72.0,22.39,2,2.0,0,1,0
14.0,60.88,2,8.0,1,1,0
8.0,57.72,2,12.0,0,1,0
11.0,31.94,1,15.0,0,0,0
41.0,9.09,1,13.0,0,1,0
21.0,34.76,1,7.0,0,0,0
19.0,82.4,0,6.0,0,1,0
14.0,29.46,0,7.0,0,1,0
18.0,30.7,1,8.0,1,1,0
13.0,27.04,2,4.0,1,1,1
32.0,66.87,1,6.0,1,1,0
16.0,40.63,0,5.0,0,0,0
12.0,33.73,1,22.0,0,1,0
39.0,70.44,1,16.0,0,1,0
8.0,55.43,3,12.0,0,0,0
22.0,28.45,2,4.0,0,1,0
3.0,22.98,1,14.0,1,1,1
